"names.deg.","deg","degree_centrality","closeness_centrality","eigenvector_centrality","betweenness_centrality"
"MRPL19",108,108,NA,0.0684673739731521,0
"MRPL2",118,118,NA,0.0725929774682745,0
"MRPL20",133,133,NA,0.0771000379642199,0
"MRPL21",133,133,NA,0.0778315442021935,0
"MRPL22",103,103,NA,0.0664335940077362,0
"MRPL23",99,99,NA,0.0625866100242621,0
"MRPL23-AS1",75,75,NA,0.0477447756397533,0
"MRPL24",126,126,NA,0.0752644185286285,0
"MRPL28",106,106,NA,0.0669490228477096,0
"MRPL3",124,124,NA,0.0741806953043264,0
"MRPL30",131,131,NA,0.0777953393920154,0
"MRPL32",115,115,NA,0.0716992295153237,0
"MRPL33",117,117,NA,0.0725868831789523,0
"MRPL34",136,136,NA,0.0788933501172666,0
"MRPL35",105,105,NA,0.06743954799187,0
"MRPL36",133,133,NA,0.0766991734899093,0
"MRPL37",110,110,NA,0.0677871905220223,0
"MRPL38",125,125,NA,0.0756588523123811,0
"MRPL39",134,134,NA,0.0783939940565085,0
"MRPL4",124,124,NA,0.0736503434299135,0
"MRPL40",141,141,NA,0.0785691241816457,0
"MRPL42",117,117,NA,0.0724059486076886,0
"MRPL44",141,141,NA,0.0790232683304312,0
"MRPL45",105,105,NA,0.0651000047553825,0
"MRPL45P2",103,103,NA,0.0642038189694977,0
"MRPL46",130,130,NA,0.076132500272385,0
"MRPL47",107,107,NA,0.0663411024047839,0
"MRPL48",134,134,NA,0.0777562719981378,0
"MRPL49",126,126,NA,0.0760964328553394,0
"MRPL50",114,114,NA,0.0707638446146426,0
"MRPL51",125,125,NA,0.0757229559043887,0
"MRPL52",110,110,NA,0.0691340200920795,0
"MRPL53",126,126,NA,0.0759038286086284,0
"MRPL54",121,121,NA,0.0740258575139843,0
"MRPL55",121,121,NA,0.0723275549394742,0
"MRPL57",123,123,NA,0.0736685064347641,0
"MRPL9",117,117,NA,0.072132658061457,0
"MRPS10",112,112,NA,0.0699991153455162,0
"MRPS11",131,131,NA,0.0764278918870024,0
"MRPS12",122,122,NA,0.0734597782747752,0
"MRPS14",126,126,NA,0.07588428505694,0
"MRPS15",129,129,NA,0.0770105983321801,0
"MRPS16",131,131,NA,0.0774742296594232,0
"MRPS17",122,122,NA,0.0751521568019215,0
"MRPS18A",110,110,NA,0.0680324498475486,0
"MRPS18C",133,133,NA,0.0783859230532842,0
"MRPS2",125,125,NA,0.0747085554072851,0
"MRPS22",107,107,NA,0.0666468599004509,0
"MRPS23",131,131,NA,0.0770041445248877,0
"MRPS24",115,115,NA,0.0710163453452538,0
"MRPS25",113,113,NA,0.0711079761150613,0
"MRPS26",125,125,NA,0.0749495889621354,0
"MRPS27",125,125,NA,0.0759307852095112,0
"MRPS28",123,123,NA,0.075126445500313,0
"MRPS30",118,118,NA,0.0714856890801058,0
"MRPS31",131,131,NA,0.0768428683760165,0
"MRPS33",126,126,NA,0.0768487432570033,0
"MRPS34",131,131,NA,0.0766242075777637,0
"MRPS35",122,122,NA,0.0754919125166913,0
"MRPS36",124,124,NA,0.0745312636006266,0
"MRPS5",115,115,NA,0.0721050453274893,0
"MRPS6",101,101,NA,0.0644718961269667,0
"MRPS7",125,125,NA,0.0756265690422419,0
"MRPS9",101,101,NA,0.0646948756936541,0
"MRRF",121,121,NA,0.0744071370369795,0
"MRS2",113,113,NA,0.0710129148385621,0
"MRTO4",125,125,NA,0.0754791992458592,0
"MRVI1-AS1",125,125,NA,0.0748283213839313,0
"MS4A3",48,48,NA,0.0310399171434276,0
"MS4A6E",23,23,NA,0.0161396683951533,0
"MS4A8",27,27,NA,0.0175268882573003,0
"MSANTD2",110,110,NA,0.0686894224230022,0
"MSANTD3",101,101,NA,0.064155141807175,0
"MSANTD4",116,116,NA,0.0710661801220114,0
"MSH2",126,126,NA,0.0762973739059814,0
"MSH6",126,126,NA,0.0760860551708933,0
"MSI2",101,101,NA,0.0644295253475569,0
"MSL1",108,108,NA,0.0679730082724264,0
"MSL2",133,133,NA,0.0787273074232614,0
"MSL3P1",71,71,NA,0.0491456752867749,0
"MSMO1",132,132,NA,0.0776128659726845,0
"MSRB1",114,114,NA,0.0702247276601693,0
"MSRB2",98,98,NA,0.0625939711173744,0
"MST1",123,123,NA,0.0738780831678982,0
"MST1L",35,35,NA,0.0230264308935375,0
"MST1P2",141,141,NA,0.0790200217372604,0
"MST4",103,103,NA,0.065118870107349,0
"MSTO2P",107,107,NA,0.0668167959451821,0
"MSX1",91,91,NA,0.0576824290193019,0
"MT1E",59,59,NA,0.0373813140396136,0
"MT1IP",37,37,NA,0.0259117578720997,0
"MT1X",87,87,NA,0.057366157020024,0
"MT2A",135,135,NA,0.0768542693810622,0
"MTAP",100,100,NA,0.0623385646322264,0
"MTBP",122,122,NA,0.0742031680834295,0
"MTCH1",124,124,NA,0.0749501372726583,0
"MTCH2",128,128,NA,0.0762668224381393,0
"MTCL1",51,51,NA,0.0332097580041719,0
"MTCP1",95,95,NA,0.0616001962831905,0
"MTDH",131,131,NA,0.0765865159702011,0
"MTERF1",121,121,NA,0.0738047006487868,0
"MTERF2",102,102,NA,0.0658478995482509,0
"MTERF3",127,127,NA,0.0757873782917392,0
"MTERF4",131,131,NA,0.0772644132558706,0
"MTF2",139,139,NA,0.0801309432902843,0
"MTFP1",133,133,NA,0.0769098790948061,0
"MTFR1",119,119,NA,0.0724468211969289,0
"MTFR1L",121,121,NA,0.072611274301628,0
"MTFR2",132,132,NA,0.0770683673762918,0
"MTG2",124,124,NA,0.0749627655054934,0
"MTHFD1",120,120,NA,0.0735004553024045,0
"MTHFD1L",117,117,NA,0.0708282027776097,0
"MTHFD2",134,134,NA,0.0792541390570691,0
"MTHFD2L",119,119,NA,0.0735237843058301,0
"MTHFR",129,129,NA,0.0750042121727359,0
"MTHFS",128,128,NA,0.075774267651326,0
"MTHFSD",103,103,NA,0.0645205024685143,0
"MTIF2",135,135,NA,0.0785869641577007,0
"MTIF3",121,121,NA,0.0741486096701527,0
"MTM1",85,85,NA,0.0556127826601047,0
"MTMR1",85,85,NA,0.0551036567997663,0
"MTMR10",118,118,NA,0.0719468451604295,0
"MTMR12",121,121,NA,0.0720834233125714,0
"MTMR14",123,123,NA,0.0737118236848465,0
"MTMR2",117,117,NA,0.0723411907318791,0
"MTMR4",136,136,NA,0.0783206679860775,0
"MTMR6",111,111,NA,0.0687908459895608,0
"MTMR9",134,134,NA,0.0792108889879388,0
"MTO1",108,108,NA,0.0677365490437733,0
"MTOR",130,130,NA,0.0777195982783758,0
"MTPAP",98,98,NA,0.0626666351619204,0
"MTPN",113,113,NA,0.0689584855868266,0
"MTR",133,133,NA,0.0781290460448206,0
"MTRF1L",124,124,NA,0.0762087705028055,0
"MTRR",117,117,NA,0.0712386439253565,0
"MTSS1",62,62,NA,0.0423239106449418,0
"MTTP",121,121,NA,0.0737398478950654,0
"MTURN",78,78,NA,0.0518379967466363,0
"MTUS1",90,90,NA,0.0542467039830339,0
"MTX1",120,120,NA,0.0737311144262769,0
"MTX2",114,114,NA,0.0710286065622287,0
"MTX3",96,96,NA,0.0603928843853125,0
"MUC1",134,134,NA,0.0769390524305065,0
"MUC20",43,43,NA,0.027716603570923,0
"MUCL1",35,35,NA,0.024760463993946,0
"MUL1",106,106,NA,0.0665299167159942,0
"MUM1",99,99,NA,0.0608537242096597,0
"MUS81",135,135,NA,0.0790008322916841,0
"MUT",123,123,NA,0.0747461973916516,0
"MUTYH",126,126,NA,0.0764932491668542,0
"MVB12A",120,120,NA,0.0731491416264094,0
"MVD",122,122,NA,0.072735930170896,0
"MVK",123,123,NA,0.073411744233329,0
"MVP",82,82,NA,0.0520999525829218,0
"MX1",67,67,NA,0.0448518538343838,0
"MX2",87,87,NA,0.0544745701534862,0
"MXD1",128,128,NA,0.0771766266713668,0
"MXD3",111,111,NA,0.0688779787632344,0
"MXD4",103,103,NA,0.064931521331599,0
"MXRA7",83,83,NA,0.0533070102210803,0
"MYADM",109,109,NA,0.0651000337162113,0
"MYBL1",124,124,NA,0.0748002833300438,0
"MYBPHL",63,63,NA,0.0400397254013556,0
"MYCBP",107,107,NA,0.066573558703439,0
"MYCBP2",127,127,NA,0.074788734551624,0
"MYCL",100,100,NA,0.0626134591739047,0
"MYD88",126,126,NA,0.0749389220665929,0
"MYEOV",84,84,NA,0.0542464750893105,0
"MYEOV2",105,105,NA,0.0657913907695182,0
"MYH10",113,113,NA,0.0689342984844594,0
"MYH16",66,66,NA,0.0438765599071042,0
"MYH7",41,41,NA,0.0275788714253262,0
"MYH7B",121,121,NA,0.0735915452945759,0
"MYH9",128,128,NA,0.0762710031446808,0
"MYL12A",140,140,NA,0.0800200389331687,0
"MYL12B",131,131,NA,0.0762823158951796,0
"MYL4",67,67,NA,0.0434091986921543,0
"MYL6",128,128,NA,0.0761383439624482,0
"MYL6B",123,123,NA,0.0734990972684374,0
"MYLIP",131,131,NA,0.0767718719769722,0
"MYLK-AS1",123,123,NA,0.0741924906526916,0
"MYLK4",59,59,NA,0.0370220358654052,0
"MYNN",138,138,NA,0.0785122266798701,0
"MYO16",26,26,NA,0.0165823539000755,0
"MYO18A",116,116,NA,0.0708421773627901,0
"MYO18B",66,66,NA,0.0431156807433032,0
"MYO19",129,129,NA,0.0783117146558101,0
"MYO1B",81,81,NA,0.0520293874401803,0
"MYO1D",105,105,NA,0.0666414282361648,0
"MYO1F",77,77,NA,0.0497513342065013,0
"MYO5B",67,67,NA,0.044493568070657,0
"MYO6",101,101,NA,0.0617939420103331,0
"MYO9A",121,121,NA,0.0742927357803523,0
"MYO9B",138,138,NA,0.079849736345052,0
"MYOC",15,15,NA,0.00953396269582266,0
"MYOM1",47,47,NA,0.0301344874875709,0
"MYOM3",58,58,NA,0.0391946010525001,0
"MYOT",21,21,NA,0.012051513604803,0
"MYPOP",98,98,NA,0.063039372489754,0
"MYRIP",64,64,NA,0.0429718420058316,0
"MYSM1",107,107,NA,0.0679583418219349,0
"MZT1",114,114,NA,0.0711009504844955,0
"MZT2A",123,123,NA,0.0753567115173105,0
"MZT2B",123,123,NA,0.0740873104321924,0
"N4BP1",121,121,NA,0.0731703228502455,0
"N4BP2",140,140,NA,0.0803141118378411,0
"N4BP2L1",99,99,NA,0.0624352956287579,0
"N4BP2L2",118,118,NA,0.0711495085556976,0
"N6AMT1",118,118,NA,0.0714372581522251,0
"N6AMT2",108,108,NA,0.0685377193592906,0
"NAA15",127,127,NA,0.0761257488806661,0
"NAA16",113,113,NA,0.0707868466940903,0
"NAA20",117,117,NA,0.0714692651796708,0
"NAA25",112,112,NA,0.0709546765287211,0
"NAA30",103,103,NA,0.0656488141832045,0
"NAA38",138,138,NA,0.0802516200998573,0
"NAA40",118,118,NA,0.0714995083033242,0
"NAA50",131,131,NA,0.0775547258227615,0
"NAAA",90,90,NA,0.0585024004100438,0
"NAB1",107,107,NA,0.0656283129461426,0
"NAB2",134,134,NA,0.0771867574751056,0
"NABP1",128,128,NA,0.0761607467796219,0
"NABP2",119,119,NA,0.0732683231020739,0
"NACA",131,131,NA,0.0768478974819966,0
"NACC1",136,136,NA,0.0782513798221033,0
"NACC2",90,90,NA,0.0576474676861223,0
"NADK",130,130,NA,0.0749473176461278,0
"NADK2",132,132,NA,0.0770668914905261,0
"NAE1",114,114,NA,0.0702579079040191,0
"NAF1",118,118,NA,0.0732340430371636,0
"NAGA",108,108,NA,0.0689713528747259,0
"NAGK",126,126,NA,0.0763576606914196,0
"NAGLU",116,116,NA,0.0719612441133913,0
"NAGPA",127,127,NA,0.0736485686661261,0
"NAIF1",121,121,NA,0.0725648863340526,0
"NAMPT",137,137,NA,0.0786272258390024,0
"NANP",126,126,NA,0.0762115753365204,0
"NANS",117,117,NA,0.0718612214123009,0
"NAP1L1",126,126,NA,0.0759518702718645,0
"NAP1L4",122,122,NA,0.0730875066731905,0
"NAP1L5",58,58,NA,0.0398759997942629,0
"NAPA",135,135,NA,0.0783546663334177,0
"NAPB",96,96,NA,0.0613401617355391,0
"NAPEPLD",125,125,NA,0.0756530535627882,0
"NAPG",116,116,NA,0.0716652813947848,0
"NAPSA",79,79,NA,0.048489341404371,0
"NARF",129,129,NA,0.0769774007988439,0
"NARFL",125,125,NA,0.0751317430332106,0
"NARS",127,127,NA,0.0757363615798835,0
"NARS2",111,111,NA,0.0699418967583409,0
"NASP",125,125,NA,0.0746518785750978,0
"NAT10",131,131,NA,0.0781635180380767,0
"NAT6",122,122,NA,0.0735349229046083,0
"NAT8",46,46,NA,0.0295100232470104,0
"NAT9",116,116,NA,0.072704320315552,0
"NATD1",74,74,NA,0.0491573723782104,0
"NAV1",69,69,NA,0.0456395547624905,0
"NBAS",107,107,NA,0.0683078759579643,0
"NBEAL1",110,110,NA,0.0690847049735002,0
"NBN",140,140,NA,0.0783272759940991,0
"NBPF1",137,137,NA,0.0779504498121852,0
"NBPF10",77,77,NA,0.0461681726626935,0
"NBPF7",34,34,NA,0.0212830813152093,0
"NBR1",136,136,NA,0.0785450089430174,0
"NBR2",118,118,NA,0.0728149061366636,0
"NCAM1",62,62,NA,0.039673826486758,0
"NCAPD2",126,126,NA,0.0761769537726667,0
"NCAPD3",120,120,NA,0.074232794737398,0
"NCAPG2",125,125,NA,0.0762556993620378,0
"NCAPH",114,114,NA,0.0707554800965491,0
"NCAPH2",117,117,NA,0.0716945642403646,0
"NCBP1",133,133,NA,0.0785178578178868,0
"NCBP2",133,133,NA,0.0776214087508223,0
"NCDN",128,128,NA,0.0748640044743408,0
"NCEH1",128,128,NA,0.0751694199979571,0
"NCK1",125,125,NA,0.0760932689066083,0
"NCK2",89,89,NA,0.0569102276975508,0
"NCKAP1",109,109,NA,0.0674964853977922,0
"NCKAP5L",115,115,NA,0.0704730256314134,0
"NCKIPSD",111,111,NA,0.069136914203877,0
"NCL",125,125,NA,0.0758219524068522,0
"NCLN",117,117,NA,0.0709801469860711,0
"NCOA2",123,123,NA,0.0732261671880955,0
"NCOA3",133,133,NA,0.0774845461115694,0
"NCOA4",114,114,NA,0.0690588754930331,0
"NCOA5",122,122,NA,0.0742180087397518,0
"NCOA7",129,129,NA,0.0722308444852437,0
"NCOR2",106,106,NA,0.0657973727991612,0
"NCR1",50,50,NA,0.0335051089270582,0
"NCR3LG1",101,101,NA,0.0631548219066717,0
"NCSTN",124,124,NA,0.0754402363716992,0
"NDC1",137,137,NA,0.0788384363033767,0
"NDC80",119,119,NA,0.0725493953018395,0
"NDE1",123,123,NA,0.0740433146431018,0
"NDEL1",114,114,NA,0.0721169442016577,0
"NDFIP1",110,110,NA,0.067620959681765,0
"NDFIP2",105,105,NA,0.0660707729237783,0
"NDOR1",109,109,NA,0.0681453745230528,0
"NDRG1",115,115,NA,0.0690295328155697,0
"NDRG2",76,76,NA,0.0480899627243657,0
"NDST2",116,116,NA,0.0713593840262325,0
"NDUFA1",111,111,NA,0.0684456804312237,0
"NDUFA10",117,117,NA,0.0714937637780889,0
"NDUFA11",128,128,NA,0.0768952259475149,0
"NDUFA12",118,118,NA,0.0736736352179137,0
"NDUFA13",119,119,NA,0.0734756062609043,0
"NDUFA2",121,121,NA,0.0743577079513672,0
"NDUFA4",133,133,NA,0.0779124563282572,0
"NDUFA4L2",117,117,NA,0.071418158052072,0
"NDUFA5",112,112,NA,0.0691849789161511,0
"NDUFA6",123,123,NA,0.0750276116858623,0
"NDUFA7",118,118,NA,0.0726111747841159,0
"NDUFA8",88,88,NA,0.0575190783254589,0
"NDUFA9",101,101,NA,0.0622479926667921,0
"NDUFAB1",129,129,NA,0.0766553002616248,0
"NDUFAF1",127,127,NA,0.0763034294773723,0
"NDUFAF2",100,100,NA,0.0646068059374066,0
"NDUFAF3",138,138,NA,0.0800518071353308,0
"NDUFAF4",123,123,NA,0.075143020449941,0
"NDUFAF5",121,121,NA,0.0734982509952972,0
"NDUFAF6",122,122,NA,0.0742747885837204,0
"NDUFAF7",121,121,NA,0.0748541145347111,0
"NDUFB1",120,120,NA,0.0731836204087871,0
"NDUFB10",127,127,NA,0.0751009763096286,0
"NDUFB11",110,110,NA,0.0680977655658524,0
"NDUFB2",126,126,NA,0.0764849500327602,0
"NDUFB3",125,125,NA,0.0751214603366031,0
"NDUFB4",92,92,NA,0.0596179375407208,0
"NDUFB5",108,108,NA,0.0668551765322831,0
"NDUFB6",122,122,NA,0.0745351004689304,0
"NDUFB7",122,122,NA,0.0741569956874636,0
"NDUFB8",95,95,NA,0.0615382081017054,0
"NDUFB9",128,128,NA,0.0768150631470725,0
"NDUFC1",126,126,NA,0.0758953542757071,0
"NDUFC2",132,132,NA,0.0779106926945965,0
"NDUFC2-KCTD14",129,129,NA,0.0764849388428309,0
"NDUFS1",119,119,NA,0.0720588812328054,0
"NDUFS2",83,83,NA,0.0523785903176222,0
"NDUFS3",138,138,NA,0.079263944677999,0
"NDUFS4",110,110,NA,0.0687763134459956,0
"NDUFS5",126,126,NA,0.0750017392170782,0
"NDUFS6",130,130,NA,0.0751744141783769,0
"NDUFS7",151,151,NA,0.0804112836364853,0
"NDUFS8",109,109,NA,0.0680744760117298,0
"NDUFV1",123,123,NA,0.0737453934832615,0
"NDUFV2",113,113,NA,0.0698819951713875,0
"NDUFV3",126,126,NA,0.0763181196783559,0
"NEAT1",152,152,NA,0.0812949196849568,0
"NEBL",77,77,NA,0.0497322454531598,0
"NECAP1",120,120,NA,0.0729934013168945,0
"NECAP2",123,123,NA,0.0748936852758432,0
"NEDD1",113,113,NA,0.0694241513703368,0
"NEDD4",110,110,NA,0.0679075662781577,0
"NEDD4L",109,109,NA,0.0672014870562256,0
"NEDD8",112,112,NA,0.0687380850850826,0
"NEDD8-MDP1",110,110,NA,0.0677464235765644,0
"NEFH",87,87,NA,0.0551629928149286,0
"NEIL2",108,108,NA,0.0681273941772047,0
"NEIL3",95,95,NA,0.0615611774498342,0
"NEK1",115,115,NA,0.0718480664848966,0
"NEK10",79,79,NA,0.0508875622857757,0
"NEK11",95,95,NA,0.0607752655471236,0
"NEK2",126,126,NA,0.0737866816420208,0
"NEK3",88,88,NA,0.057322529405069,0
"NEK4",112,112,NA,0.0708951483423725,0
"NEK5",76,76,NA,0.0509780034777837,0
"NEK6",105,105,NA,0.0627524588377395,0
"NEK7",125,125,NA,0.0746571243667098,0
"NEK8",138,138,NA,0.0779325457046753,0
"NEK9",120,120,NA,0.0735505876506803,0
"NELFA",128,128,NA,0.0771057116114612,0
"NELFB",123,123,NA,0.0732270702255304,0
"NELFCD",93,93,NA,0.0605226187715064,0
"NEMF",121,121,NA,0.0734399275284035,0
"NENF",101,101,NA,0.0635347122720339,0
"NEO1",86,86,NA,0.0549916781829142,0
"NES",99,99,NA,0.0624898567701171,0
"NET1",83,83,NA,0.0542252518886943,0
"NETO2",102,102,NA,0.0637642229431013,0
"NEU1",132,132,NA,0.0756750165698902,0
"NEU3",106,106,NA,0.0685047384551842,0
"NEU4",53,53,NA,0.035308692802055,0
"NEURL1",60,60,NA,0.0396540149093848,0
"NEURL2",136,136,NA,0.0780420046137536,0
"NEURL3",100,100,NA,0.0618740717848338,0
"NEURL4",109,109,NA,0.0693728342635323,0
"NF1",106,106,NA,0.0662854733293971,0
"NF2",108,108,NA,0.0675610018676053,0
"NFAT5",138,138,NA,0.0784327442291826,0
"NFATC2",93,93,NA,0.0576650461922657,0
"NFATC2IP",122,122,NA,0.0726904039135655,0
"NFATC3",129,129,NA,0.0764827813861244,0
"NFATC4",107,107,NA,0.0662715775263067,0
"NFE2L1",134,134,NA,0.0776252715480716,0
"NFE2L2",146,146,NA,0.0805120097557856,0
"NFIA",119,119,NA,0.0710399475900291,0
"NFIB",45,45,NA,0.0292414741475951,0
"NFIL3",113,113,NA,0.0684600769063527,0
"NFKB1",123,123,NA,0.07282287267726,0
"NFKB2",125,125,NA,0.0744787461450769,0
"NFKBIA",134,134,NA,0.0783577113334322,0
"NFKBIB",127,127,NA,0.0764372304521322,0
"NFKBIL1",129,129,NA,0.0776922726750001,0
"NFKBIZ",103,103,NA,0.0641721653426361,0
"NFS1",124,124,NA,0.0745190303237459,0
"NFU1",111,111,NA,0.0701878619056341,0
"NFX1",135,135,NA,0.0777914733095362,0
"NFXL1",123,123,NA,0.0748254543913482,0
"NFYC",130,130,NA,0.0776593470971979,0
"NGB",46,46,NA,0.029171922953623,0
"NGDN",106,106,NA,0.0662294065014266,0
"NGEF",51,51,NA,0.0331698759775664,0
"NGLY1",115,115,NA,0.0710437506338321,0
"NGRN",129,129,NA,0.0769692289505804,0
"NHEG1",22,22,NA,0.0141697377111819,0
"NHEJ1",103,103,NA,0.0659838031418119,0
"NHLH1",48,48,NA,0.0321354720409614,0
"NHLRC1",81,81,NA,0.0521094466974056,0
"NHLRC2",121,121,NA,0.0736986117243307,0
"NHLRC3",129,129,NA,0.0772202465263293,0
"NHLRC4",87,87,NA,0.0553435006845586,0
"NHP2",112,112,NA,0.0695107836270232,0
"NHP2L1",112,112,NA,0.0706658263538737,0
"NHSL1",47,47,NA,0.0324003578519997,0
"NICN1",116,116,NA,0.0711819747214927,0
"NID1",95,95,NA,0.0583693939181596,0
"NIF3L1",129,129,NA,0.0767482695781961,0
"NIFK",106,106,NA,0.0679701628709779,0
"NIM1K",73,73,NA,0.0482945660568549,0
"NINJ1",119,119,NA,0.0717371885305096,0
"NINL",76,76,NA,0.04991881477915,0
"NIP7",126,126,NA,0.0768665391444807,0
"NIPA1",103,103,NA,0.0646628508454051,0
"NIPA2",128,128,NA,0.0753897086933106,0
"NIPAL1",112,112,NA,0.0675557938742364,0
"NIPAL2",87,87,NA,0.0547614604278142,0
"NIPAL3",114,114,NA,0.069120900739848,0
"NIPBL",133,133,NA,0.0770725484710913,0
"NIPSNAP3A",104,104,NA,0.0670961463098513,0
"NIPSNAP3B",89,89,NA,0.058291133275316,0
"NISCH",98,98,NA,0.0634452577720611,0
"NIT1",116,116,NA,0.0712816159924442,0
"NKAIN3",63,63,NA,0.0424940269217984,0
"NKAP",119,119,NA,0.072203839600618,0
"NKAPP1",120,120,NA,0.0704200292451477,0
"NKD1",73,73,NA,0.0483058807807471,0
"NKIRAS1",136,136,NA,0.0796262519955714,0
"NKIRAS2",125,125,NA,0.075863879060911,0
"NKPD1",33,33,NA,0.0228029410021269,0
"NKRF",99,99,NA,0.0638077098090876,0
"NKTR",129,129,NA,0.0766745618589202,0
"NKX3-1",68,68,NA,0.0436402797574688,0
"NKX3-2",68,68,NA,0.0464893750390423,0
"NLE1",116,116,NA,0.0719859899109472,0
"NLGN3",61,61,NA,0.0420524339564221,0
"NLGN4Y",25,25,NA,0.0161055204599977,0
"NLK",107,107,NA,0.0668723652070678,0
"NLN",102,102,NA,0.0651310389389167,0
"NLRC4",55,55,NA,0.0360680460598686,0
"NLRP6",50,50,NA,0.0332498965215485,0
"NMB",83,83,NA,0.0545135002219144,0
"NMD3",111,111,NA,0.0698478881378575,0
"NME1",143,143,NA,0.0808926805349041,0
"NME1-NME2",137,137,NA,0.0785461098498853,0
"NME2",125,125,NA,0.0757719531615861,0
"NME3",131,131,NA,0.0766242075777637,0
"NME4",91,91,NA,0.0583676679452476,0
"NME6",126,126,NA,0.0761669500868131,0
"NME7",120,120,NA,0.071412748834139,0
"NME9",63,63,NA,0.0433859783843881,0
"NMI",117,117,NA,0.0709908804253611,0
"NMNAT1",140,140,NA,0.0800473336526415,0
"NMNAT3",74,74,NA,0.0482447070621061,0
"NMRAL1",135,135,NA,0.0787866475669021,0
"NMRK1",110,110,NA,0.0692152788402085,0
"NMT1",126,126,NA,0.0734861104699119,0
"NMT2",111,111,NA,0.0693090283436014,0
"NMU",86,86,NA,0.054974043709711,0
"NMUR1",71,71,NA,0.047097800223577,0
"NNMT",94,94,NA,0.058718372757012,0
"NNT",117,117,NA,0.070138130624111,0
"NOA1",119,119,NA,0.0731711279795035,0
"NOB1",123,123,NA,0.075060477252267,0
"NOC2L",100,100,NA,0.0635986269973478,0
"NOC3L",126,126,NA,0.0751079071928242,0
"NOC4L",126,126,NA,0.075244274118686,0
"NOG",83,83,NA,0.0534485441069457,0
"NOL10",119,119,NA,0.0734502775070202,0
"NOL11",130,130,NA,0.0781791128567536,0
"NOL12",123,123,NA,0.0740483213329836,0
"NOL4L",91,91,NA,0.0584923253392472,0
"NOL6",107,107,NA,0.0670285492419352,0
"NOL7",136,136,NA,0.0790271876962773,0
"NOL8",135,135,NA,0.0782154620286254,0
"NOL9",127,127,NA,0.0754208237681296,0
"NOLC1",138,138,NA,0.0803822036872383,0
"NOM1",129,129,NA,0.0755103776532752,0
"NONO",104,104,NA,0.0652677192979075,0
"NOP10",115,115,NA,0.0709513350256629,0
"NOP14",132,132,NA,0.0773512180825412,0
"NOP14-AS1",125,125,NA,0.0749301315787911,0
"NOP16",134,134,NA,0.0789348936385868,0
"NOP56",124,124,NA,0.0749518050727164,0
"NOP58",117,117,NA,0.0714014162086613,0
"NOP9",114,114,NA,0.0704399274209875,0
"NOSIP",124,124,NA,0.0748285744886236,0
"NOTCH1",122,122,NA,0.0706969502071996,0
"NOTCH2NL",121,121,NA,0.0712204864515578,0
"NOTUM",94,94,NA,0.0591484530862032,0
"NOXA1",139,139,NA,0.0779202721915536,0
"NOXO1",76,76,NA,0.0511470717313346,0
"NPAS2",72,72,NA,0.0462320451271931,0
"NPAS4",136,136,NA,0.076445566819626,0
"NPAT",133,133,NA,0.0785901515844905,0
"NPC1",124,124,NA,0.0744282671836995,0
"NPC1L1",51,51,NA,0.0336876264976945,0
"NPC2",103,103,NA,0.0646800175025262,0
"NPDC1",103,103,NA,0.0663995267792576,0
"NPFF",64,64,NA,0.0439431070350621,0
"NPHP1",96,96,NA,0.059986534299506,0
"NPHP3",88,88,NA,0.0582002864118554,0
"NPHP3-ACAD11",85,85,NA,0.056760360529877,0
"NPHP3-AS1",85,85,NA,0.056760360529877,0
"NPHP4",122,122,NA,0.0715413727727963,0
"NPLOC4",126,126,NA,0.0752749744698203,0
"NPM1",124,124,NA,0.074914758759969,0
"NPM3",100,100,NA,0.063773920022986,0
"NPPB",67,67,NA,0.0433259618958454,0
"NPR2",48,48,NA,0.0333701749865254,0
"NPTN",121,121,NA,0.0725083513820954,0
"NPY1R",64,64,NA,0.0440976061177546,0
"NQO1",127,127,NA,0.0749197717632627,0
"NQO2",112,112,NA,0.0691005045464247,0
"NR0B2",82,82,NA,0.0523463088726394,0
"NR1D1",139,139,NA,0.0786311835469613,0
"NR1D2",141,141,NA,0.0800799647827265,0
"NR1H2",126,126,NA,0.0746259779702333,0
"NR1H3",134,134,NA,0.0783964665365183,0
"NR1H4",42,42,NA,0.0281544362766052,0
"NR1I2",27,27,NA,0.0174383305122424,0
"NR1I3",45,45,NA,0.02922293795534,0
"NR2C1",133,133,NA,0.0769555702297093,0
"NR2F1",114,114,NA,0.0654541749567694,0
"NR2F6",116,116,NA,0.068443874202639,0
"NR3C2",98,98,NA,0.0608509077494973,0
"NR4A2",131,131,NA,0.0761224001332592,0
"NR4A3",134,134,NA,0.0764824993708864,0
"NR5A1",33,33,NA,0.023301157621701,0
"NR5A2",58,58,NA,0.0392843470345199,0
"NR6A1",138,138,NA,0.0791419373681545,0
"NRARP",112,112,NA,0.0682907848889669,0
"NRAS",119,119,NA,0.0736220985474397,0
"NRBF2",129,129,NA,0.0779439211759096,0
"NRBP1",120,120,NA,0.0727634365949469,0
"NRBP2",68,68,NA,0.0459812491274049,0
"NRD1",132,132,NA,0.0775533799778719,0
"NRG4",49,49,NA,0.0315967692025446,0
"NRIP1",97,97,NA,0.0625822066390418,0
"NRIP3",78,78,NA,0.0509381018866587,0
"NRM",102,102,NA,0.0650609979240205,0
"NRN1L",73,73,NA,0.0480415693351049,0
"NRP1",85,85,NA,0.0532487153582848,0
"NRSN1",41,41,NA,0.0290609029528729,0
