Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR002048:EF_hand_dom	18	2.857142857142857	8.029891189444975E-4	NECAB2, DGKA, HPCA, KCNIP4, GUCA1B, GUCA1A, CABP1, CALML4, AIF1, CALB2, SCGN, MYL7, RHOT1, CALB1, LCP1, CALM1, SLC25A12, PPEF2	627	233	20603	2.538513666139598	0.709308692904892	0.07012657489506077	0.06935144370311276
INTERPRO	IPR011992:EF-hand-dom_pair	20	3.1746031746031744	8.207271444155357E-4	NECAB2, DGKA, HPCA, KCNIP4, GUCA1B, GUCA1A, CABP1, CALML4, AIF1, DEF6, CALB2, SCGN, PLCB3, MYL7, RHOT1, CALB1, LCP1, CALM1, SLC25A12, PPEF2	627	276	20603	2.3811339944063055	0.7171381391621787	0.07012657489506077	0.06935144370311276
GOTERM_CC_DIRECT	GO:0030670~phagocytic vesicle membrane	10	1.5873015873015872	8.26216986382748E-4	RAB32, TLR1, RAC2, CYBA, TCIRG1, TLR6, ATP6V0E2, CLEC4E, CORO1A, MPEG1	607	84	20521	4.024672471954185	0.3280522097342474	0.02091633528684746	0.019785722568639492
SMART	SM00199:SCY	8	1.2698412698412698	8.738625588551988E-4	CXCL10, CXCL9, CCL4, CCL3, CXCL1, PPBP, CCL17, CXCL5	384	44	10690	5.06155303030303	0.20053027706650206	0.05592720376673272	0.05439794428873612
GOTERM_BP_DIRECT	GO:0006952~defense response	10	1.5873015873015872	8.761731766839074E-4	CST3, CXCL9, CEBPE, HP, CD48, NOD1, STAT6, PPBP, PTPRCAP, CXCL5	589	82	19256	3.986914572031968	0.9202507259021913	0.09362072647159528	0.09280945501170278
INTERPRO	IPR033899:CXC_Chemokine_domain	5	0.7936507936507936	8.819464789709144E-4	CXCL10, CXCL9, CXCL1, PPBP, CXCL5	627	15	20603	10.953216374269005	0.7425763705523263	0.07139124656090876	0.07060213655340845
GOTERM_MF_DIRECT	GO:0017080~sodium channel regulator activity	7	1.1111111111111112	8.97800730737177E-4	FXYD3, FXYD6, GLRX, FXYD5, SGK1, FGF12, SCN2B	605	36	18883	6.068916437098255	0.5203654734293918	0.06676372706754644	0.06602916283330693
KEGG_PATHWAY	hsa04666:Fc gamma R-mediated phagocytosis	11	1.746031746031746	9.456894735255036E-4	LYN, CDC42, HCK, MARCKSL1, PTPRC, SYK, PRKCB, SPHK1, RAC2, ARPC5, VAV1	275	97	8662	3.5719587628865983	0.23273139557274358	0.0264793052587141	0.024777064206368195
UP_KW_PTM	KW-0865~Zymogen	19	3.015873015873016	9.523266889532838E-4	CPA2, NAPSA, GGT7, F10, GZMA, MMP3, F13A1, GZMB, TMPRSS11E, KLK11, CTSS, KLK6, GZMK, GZMM, ADAMTS1, ADAMTS17, MMP19, CTSH, CFB	503	223	14237	2.4115664755859463	0.02446797627160413	0.012856410300869332	0.010951756922962763
GOTERM_BP_DIRECT	GO:0031623~receptor internalization	8	1.2698412698412698	9.699743834197353E-4	ACHE, FCER1G, SYK, ITGB2, CXCR2, LDLRAP1, LILRB4, DNM1	589	52	19256	5.029646075486483	0.93917376893055	0.09994200343449773	0.09907595487787296
GOTERM_MF_DIRECT	GO:0045236~CXCR chemokine receptor binding	5	0.7936507936507936	0.0010676802981863759	CXCL10, CXCL9, CXCL1, PPBP, CXCL5	605	15	18883	10.403856749311295	0.5826495706786341	0.07101831896020623	0.0702369438127223
GOTERM_MF_DIRECT	GO:0008009~chemokine activity	8	1.2698412698412698	0.0011286529908101236	CXCL10, CXCL9, CCL4, CCL3, CXCL1, PPBP, CCL17, CXCL5	605	51	18883	4.895932587911197	0.6029763969703625	0.07101831896020623	0.0702369438127223
INTERPRO	IPR036028:SH3-like_dom_sf	17	2.6984126984126986	0.00117236786013938	LYN, SASH3, ARHGAP9, MPP3, NCF2, NCF4, NOXO1, SAMSN1, VAV1, FGR, HCK, PSTPIP1, LCK, SKAP1, MYO1F, TJP3, SKAP2	627	220	20603	2.5391547049441785	0.8353872519363109	0.09015508844471833	0.08915857576359984
GOTERM_BP_DIRECT	GO:0032753~positive regulation of interleukin-4 production	6	0.9523809523809524	0.0012066159134116205	SASH3, FCER1G, SYK, RARA, IL20RB, IL1RAP	589	27	19256	7.265044331258254	0.9692906702083831	0.1200374796618112	0.11899729352955982
GOTERM_CC_DIRECT	GO:0090575~RNA polymerase II transcription factor complex	12	1.9047619047619049	0.001207264545584055	CREBZF, NFE2, SFPQ, ANXA2, CEBPE, NFE2L3, RARA, E2F2, STAT6, ATF4, E2F8, BATF	607	125	20521	3.245495881383855	0.4406864521542153	0.02903471232129652	0.02746526841203725
UP_SEQ_FEATURE	DOMAIN:C-type lectin	10	1.5873015873015872	0.001249897839384292	VCAN, KLRK1, CLEC4D, SELL, CLEC12A, CLEC7A, CLEC10A, REG3G, CLEC4E, CLEC18A	608	89	20562	3.799896510940272	0.9581734870011771	0.2114827144238222	0.210649449197566
KEGG_PATHWAY	hsa05417:Lipid and atherosclerosis	17	2.6984126984126986	0.001280735633132977	LYN, NCF2, NCF4, MMP3, CXCL1, CYBA, CALML4, VAV1, CDC42, PYCARD, PLCB3, IL1B, CCL3, TLR6, CALM1, HSPA1B, ATF4	275	215	8662	2.4905539112050743	0.3015109754297335	0.03260054338883941	0.030504794170985446
UP_KW_BIOLOGICAL_PROCESS	KW-0145~Chemotaxis	11	1.746031746031746	0.0013063557514299453	CXCL10, CXCL9, CXCR3, CMTM5, CXCR2, PTAFR, CCL4, CCL3, PPBP, CCL17, CXCL5	359	102	11447	3.438664045005188	0.1339330600780383	0.028739826531458797	0.027956013080600826
UP_KW_LIGAND	KW-0106~Calcium	50	7.936507936507936	0.0013701018495964204	DGKA, ITGB2, GUCA1B, GUCA1A, F13A1, CELSR1, CALB2, ADGRE1, SCGN, CALB1, ADGRE5, ADAMTS1, ITGB7, ENPP3, ANXA2, TRPC3, PRKCB, MMP3, CACNA2D3, SYP, VCAN, PLCB3, MYL7, TYROBP, CLEC4D, MMP19, PADI4, LCP1, CLEC4E, SLC25A12, PPEF2, NECAB2, HPCA, PON1, ITLN1, CABP1, ATP2C2, AIF1, PTHLH, RHOT1, ADAMTS17, TRPM3, CADM3, F10, KCNIP4, PCDH8, COL1A1, SELL, CALM1, PAM	230	973	6921	1.5463157424371061	0.04685329349382583	0.04795356473587471	0.04795356473587471
UP_SEQ_FEATURE	REGION:Head	9	1.4285714285714286	0.00137014041682899	BFSP2, KRT80, KRT19, BFSP1, KRT17, NEFL, KRT7, NEFM, KRT75	608	73	20562	4.1694754866618595	0.9691864524609632	0.21733852361949854	0.21648218585898044
GOTERM_BP_DIRECT	GO:0032703~negative regulation of interleukin-2 production	6	0.9523809523809524	0.0014324550039897797	PTPRC, NR1H4, IL20RB, TRIM27, LILRB4, HDAC7	589	28	19256	7.0055784622847455	0.9840068603626493	0.1377544228836838	0.136560710380359
GOTERM_BP_DIRECT	GO:0045730~respiratory burst	5	0.7936507936507936	0.0014916632564346143	CD52, NCF2, NCF4, RAC2, CYBA	589	17	19256	9.615499850194748	0.9865215253738184	0.13882091918754394	0.13761796494848377
INTERPRO	IPR011993:PH-like_dom_sf	27	4.285714285714286	0.0014960838624321613	ARHGAP9, GRAMD1B, GRB7, RTKN2, PLEK, SNTG2, CYTH4, STAP2, PLEKHN1, LDLRAP1, TNS4, SH2B2, PLEKHA4, PTPN13, MAPK8IP2, ARHGAP25, DNM1, VAV1, DEF6, APBB1IP, DOK2, ELMO1, PHLDB3, WDFY4, SKAP1, OSBP2, SKAP2	627	452	20603	1.9628551467163486	0.9000114826759789	0.10554014227638547	0.10437357373366861
INTERPRO	IPR001806:Small_GTPase	13	2.0634920634920633	0.0015096769376336024	RAB3A, RASL11B, DIRAS1, DIRAS2, RHOH, RAB32, CDC42, RASD2, RHOT1, RIT2, RAB29, RAC2, RAB6B	627	144	20603	2.9664961013645224	0.9020832393869939	0.10554014227638547	0.10437357373366861
GOTERM_MF_DIRECT	GO:0016494~C-X-C chemokine receptor activity	4	0.6349206349206349	0.001616936029981091	CXCR3, CXCR2, CXCR4, CXCR6	605	8	18883	15.60578512396694	0.7338576997238482	0.09447526232318089	0.09343580344676447
KEGG_PATHWAY	hsa04625:C-type lectin receptor signaling pathway	11	1.746031746031746	0.0016172848018715527	PYCARD, CLEC4D, FCER1G, SYK, CLEC7A, IL1B, CALML4, LSP1, CALM1, CLEC4E, CCL17	275	104	8662	3.3315384615384613	0.36441301753920763	0.03773664537700289	0.035310718174195566
INTERPRO	IPR001304:C-type_lectin-like	10	1.5873015873015872	0.001649783377997254	VCAN, KLRK1, CLEC4D, SELL, CLEC12A, CLEC7A, CLEC10A, REG3G, CLEC4E, CLEC18A	627	90	20603	3.651072124756335	0.9210911739063808	0.11032029718955551	0.10910089208407929
GOTERM_CC_DIRECT	GO:0043020~NADPH oxidase complex	5	0.7936507936507936	0.0016563350989266539	NCF2, NCF4, RAC2, NOXO1, CYBA	607	18	20521	9.390902434559765	0.5494822088968276	0.03649218439643755	0.034519633888522014
GOTERM_CC_DIRECT	GO:0030027~lamellipodium	15	2.380952380952381	0.0016690811990054599	STMN2, ARPC5, MEFV, PTPN13, AIF1, CORO1A, ACTB, APBB1IP, PSTPIP1, SH3BP1, FAP, RUFY3, DPYSL3, RAC2, MYO1G	607	191	20521	2.6550195364723943	0.5522403991239245	0.03649218439643755	0.034519633888522014
UP_KW_CELLULAR_COMPONENT	KW-0472~Membrane	294	46.666666666666664	0.0016959419709014843	IFITM1, PGAP2, CLEC10A, STMN2, RRH, AQP4, ABCA13, KRTCAP3, NIPAL2, LRAT, DIP2A, ATP6V1G2, CXADR, KCNK10, PRKCB, SLC6A15, SLC35C1, SLC6A13, CACNA2D3, MCEMP1, CH25H, SLC5A9, RUFY3, ADGRB1, MALL, EPHA1, SKAP1, PFN2, ATF4, NECAB2, GRB7, IGSF6, NRN1, IGSF3, SLC45A1, HPN, IL20RB, CEND1, THY1, ART4, KLRK1, RHOT1, TSPAN8, SLAMF8, KCNMB4, ST8SIA5, TSPAN1, TRPM3, TMEM184A, LYN, SDR42E1, CADM3, LRRN3, PILRA, GPR137B, RPE65, GNG13, COL1A1, FA2H, SLC6A6, ARMC10, FXYD3, FXYD6, FXYD5, PAM, SCN2B, ACHE, CLIC4, NRSN1, CCDC127, DIRAS1, DIRAS2, SLC6A1, SLC7A10, VSIG10L, CD3D, SERP2, GPR132, GSG1, AP3S2, PLEKHN1, BBS7, DLGAP3, CCR5, BBS4, CCR2, CD52, FCER1G, TNFRSF12A, SYK, SPHK1, NFAM1, RHOH, SLC35G2, SYP, IL17RC, GJD2, APBB1IP, TLR1, HCK, CEACAM1, PLCB3, B3GNT8, MDFIC, RDH5, CD48, TLR6, SGK1, RGR, CHST5, HCST, VAMP2, PTGER4, LILRA6, GRAMD1B, NAPB, SELPLG, PTAFR, NDUFA4L2, UCP1, NOXO1, CXCR4, PRICKLE3, CXCR6, AIF1, ATP6AP1L, SCEL, CXCR3, CXCR2, HAS2, CKB, ATP6V0E2, EMC8, LRRC25, LRRC26, GABRA1, MPP3, IL10RA, PLEKHA4, SNX20, GRHL2, LILRB4, DEF6, TTC8, RIT2, AADAC, FAP, TMEM54, GPAM, ZDHHC9, RNF149, SLC28A2, TJP3, GALNT12, MTCH2, RAB3A, NCF4, GUCA1B, GUCA1A, FAIM2, IL1RAP, CELSR1, PYCARD, SCGN, FAM162A, DUOXA1, CCRL2, SLC16A8, ENPP3, SLC16A3, RGS7, DGAT2, CD300A, USP2, CYBA, MPEG1, RAB32, ARMCX3, TYROBP, CLEC4D, MYADM, ELMO1, LY6D, PTPRCAP, TCTA, RELL2, CLEC4E, SLC27A3, LY6H, OSBP2, NDRG4, KCNE2, NTM, HPCA, CSF2RB, GPR84, CABP1, ADIPOR1, CORO1A, CPLX3, GOLGA7B, TMEM243, SNTG2, MAN2A1, CLEC7A, LPXN, CD300LD, SLC15A3, RAB6B, IMPG2, GGT7, AMBP, SLC52A3, NKG7, NSG1, TMPRSS13, BFSP2, BFSP1, PTPRC, SELL, NSG2, FES, REEP4, EBPL, CSPG5, GNB5, SERINC2, FGFR3, MUC20, KCNK6, PODXL2, ITGB2, TCIRG1, LSP1, SPN, ADGRE1, PSTPIP1, ADGRE5, ITGB7, QRFPR, SVOP, TRPC3, TNFRSF18, ABCC6, TMPRSS11E, TNFRSF1B, DNM1, FGR, SAPCD2, LCK, SAG, TRIM59, LCP1, LTB, SLC25A12, SEC22C, NDUFB8, CLEC12A, ITLN1, RRBP1, NOD1, ATP10A, ATP2C2, IL2RG, CDC42, RASD2, GNG3, MUC1, CLMP, CYTH4, ERBB3, ERBB2, RAB29, PDE6C, S1PR5, SH2B2, GALNT6, MARCKSL1, SEMA4D, KCNJ13, CMTM5, KCNIP4, PCDH8, GDAP1, CD2, OPN1SW, EVI2A, TSPAN13, CD6, CD5, IL2RB, SLC25A33, LPIN2, MYO1G	557	8328	17910	1.135133666875346	0.07196403835584164	0.018655361679916327	0.01653543421628947
UP_SEQ_FEATURE	LIPID:S-geranylgeranyl cysteine	11	1.746031746031746	0.0017787911688512377	RAB32, CDC42, GNG3, RAB3A, DIRAS1, DIRAS2, RAB29, RAC2, PDE6C, RHOH, RAB6B	608	112	20562	3.3215166823308273	0.9890956337309362	0.26556305803202596	0.2645167102856429
INTERPRO	IPR020635:Tyr_kinase_cat_dom	10	1.5873015873015872	0.0017826538270362575	LYN, FGR, HCK, ERBB3, SYK, FES, LCK, ERBB2, EPHA1, FGFR3	627	91	20603	3.610950453055716	0.9356982392255161	0.11423839941590683	0.11297568628842282
UP_KW_DISEASE	KW-0898~Cataract	11	1.746031746031746	0.0018046519599176452	CRYGD, BFSP2, VCAN, SIX6, BFSP1, KCNJ13, INPP5K, CRYBA4, CRYAA, CRYAB, TRPM3	166	97	4749	3.244255372003478	0.10594635764459237	0.111888421514894	0.111888421514894
GOTERM_BP_DIRECT	GO:0031295~T cell costimulation	7	1.1111111111111112	0.001842642801639956	LYN, SPN, KLRK1, CD5, LCK, PTPN6, VAV1	589	43	19256	5.322067358944999	0.9951117859870685	0.15939243975095194	0.15801122276870797
GOTERM_BP_DIRECT	GO:0050729~positive regulation of inflammatory response	11	1.746031746031746	0.0018551948159728346	PYCARD, PTGER4, ZBP1, IL1B, TRADD, OSM, CCL3, NKG7, MEFV, NEAT1, CCR2	589	109	19256	3.2992632513512246	0.9952859502186191	0.15939243975095194	0.15801122276870797
KEGG_PATHWAY	hsa04744:Phototransduction	6	0.9523809523809524	0.0019437259943711823	GNB1, GUCA1B, SAG, GUCA1A, CALML4, CALM1	275	29	8662	6.516865203761756	0.4200265165781448	0.04186486757107162	0.039173554655788444
GOTERM_BP_DIRECT	GO:2001238~positive regulation of extrinsic apoptotic signaling pathway	6	0.9523809523809524	0.0019753272804573082	PYCARD, PTPRC, TNFRSF12A, G0S2, LTB, TLR6	589	30	19256	6.538539898132428	0.996668908142996	0.15939243975095194	0.15801122276870797
GOTERM_CC_DIRECT	GO:0043195~terminal bouton	7	1.1111111111111112	0.0019788946700884233	CALB2, SCGN, RAB3A, CALB1, SYP, CPLX1, CPLX3	607	45	20521	5.258905363353469	0.6143370141144524	0.0413847102744579	0.03914769890827099
INTERPRO	IPR001849:PH_domain	19	3.015873015873016	0.0020278463049811183	ARHGAP9, GRB7, RTKN2, PLEK, PLEKHA4, ARHGAP25, VAV1, DEF6, DNM1, APBB1IP, DOK2, CYTH4, ELMO1, PLEKHN1, PHLDB3, SH2B2, SKAP1, SKAP2, OSBP2	627	276	20603	2.2620772946859904	0.9559307998638895	0.1247531046824384	0.12337416919505124
GOTERM_BP_DIRECT	GO:0050853~B cell receptor signaling pathway	8	1.2698412698412698	0.0020590329331129503	LYN, PTPRC, SYK, PRKCB, LCK, NFAM1, PTPN6, SH2B2	589	59	19256	4.43290840551351	0.9973848506410657	0.15939243975095194	0.15801122276870797
GOTERM_BP_DIRECT	GO:0038094~Fc-gamma receptor signaling pathway	4	0.6349206349206349	0.0020735969113773473	CLEC4D, FCER1G, LCK, CLEC4E	589	9	19256	14.530088662516505	0.9974926732781054	0.15939243975095194	0.15801122276870797
GOTERM_BP_DIRECT	GO:0007229~integrin-mediated signaling pathway	11	1.746031746031746	0.002124844983539741	CDC42, FGR, HCK, CEACAM1, SYK, ADAMTS1, ITGB2, PLEK, ITGB7, THY1, VAV1	589	111	19256	3.239817066642194	0.9978379530777615	0.15939243975095194	0.15801122276870797
GOTERM_BP_DIRECT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	11	1.746031746031746	0.002124844983539741	LYN, FGR, HCK, DOK2, ERBB3, SYK, LCK, TRADD, ERBB2, LCP2, FGFR3	589	111	19256	3.239817066642194	0.9978379530777615	0.15939243975095194	0.15801122276870797
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	15	2.380952380952381	0.002154698492300563	CSF3, CXCL9, CEBPE, MMP3, NR1H4, CXCL1, PPBP, TNFRSF1B, CXCL5, PYCARD, CXCL10, KLRK1, IL1B, RARA, CCR5	589	190	19256	2.5810025913680636	0.9980167372118545	0.15939243975095194	0.15801122276870797
GOTERM_BP_DIRECT	GO:0070372~regulation of ERK1 and ERK2 cascade	6	0.9523809523809524	0.0022968669090243153	LYN, CEACAM1, SYK, IL1B, ERBB2, PTPN6	589	31	19256	6.327619256257188	0.9986852158285896	0.16063393791126462	0.1592419627127268
BIOCARTA	h_thelperPathway:T Helper Cell Surface Molecules	5	0.7936507936507936	0.0022996555722089003	CD2, PTPRC, ITGB2, THY1, CD3D	84	12	1623	8.050595238095237	0.31919866543529896	0.19202124027944317	0.19202124027944317
BIOCARTA	h_tcytotoxicPathway:T Cytotoxic Cell Surface Molecules	5	0.7936507936507936	0.0022996555722089003	CD2, PTPRC, ITGB2, THY1, CD3D	84	12	1623	8.050595238095237	0.31919866543529896	0.19202124027944317	0.19202124027944317
GOTERM_BP_DIRECT	GO:2000649~regulation of sodium ion transmembrane transporter activity	5	0.7936507936507936	0.0023144042078575974	FXYD3, FXYD6, FXYD5, FGF12, SCN2B	589	19	19256	8.603341971226879	0.9987502288015027	0.16063393791126462	0.1592419627127268
GOTERM_BP_DIRECT	GO:0045429~positive regulation of nitric oxide biosynthetic process	7	1.1111111111111112	0.0023385183335435404	KLRK1, CLEC7A, IL1B, ITGB2, PTX3, TLR6, KLF2	589	45	19256	5.085531031880777	0.9988344081157374	0.16063393791126462	0.1592419627127268
UP_SEQ_FEATURE	MOTIF:Effector region	10	1.5873015873015872	0.0024510642707915036	RAB32, CDC42, RASD2, RAB3A, DIRAS1, DIRAS2, RAB29, RAC2, RHOH, RAB6B	608	98	20562	3.4509264232008587	0.9980274682153767	0.3418271880708242	0.3404803512383939
UP_SEQ_FEATURE	DOMAIN:Alpha-crystallin N-terminal	3	0.4761904761904762	0.0025589899816176754	HSPB6, CRYAA, CRYAB	608	3	20562	33.819078947368425	0.9985011254232812	0.3418271880708242	0.3404803512383939
GOTERM_CC_DIRECT	GO:0031982~vesicle	14	2.2222222222222223	0.0026104320671765783	ANXA2, CEND1, ACTB, RAB32, CST3, MUC1, RAB29, ANXA9, CALM1, TSPAN1, HSPA1B, VAMP2, MYO1F, MYO1G	607	179	20521	2.644142361462638	0.715567563310497	0.05231740934633059	0.04948944127355596
UP_SEQ_FEATURE	REGION:Linker 12	8	1.2698412698412698	0.0027318590400141865	KRT80, KRT19, BFSP1, KRT17, NEFL, KRT7, NEFM, KRT75	608	64	20562	4.227384868421052	0.9990345788650227	0.3466729121778003	0.3453069826577932
GOTERM_BP_DIRECT	GO:0002292~T cell differentiation involved in immune response	3	0.4761904761904762	0.0027360533007301574	CLEC4D, FCER1G, CLEC4E	589	3	19256	32.69269949066214	0.9996308590642844	0.17717146884992882	0.17563618749074397
SMART	SM00174:RHO	13	2.0634920634920633	0.002737013887467026	RAB3A, RASL11B, DIRAS1, DIRAS2, RHOH, RAB32, CDC42, RASD2, RHOT1, RIT2, RAB29, RAC2, RAB6B	384	132	10690	2.741674558080808	0.5042265386786935	0.13433491793150162	0.13066169751931211
GOTERM_MF_DIRECT	GO:0004950~chemokine receptor activity	5	0.7936507936507936	0.002738829177489046	CXCR3, CCRL2, CXCR4, CCR5, CCR2	605	19	18883	8.213571117877338	0.8939066450385521	0.1493574844790693	0.14771418697257588
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	211	33.49206349206349	0.0027845509589422154	IL1RN, STMN2, STMN3, ACTB, LGALS3, FGFR1OP2, DPYSL3, LRAT, TRIM27, TNS4, SOX7, RBFOX3, PRKCB, CIRBP, ARMC9, KRT7, MAPK8IP2, OMP, RUFY3, PADI4, SKAP1, PFN2, SKAP2, ATF4, NECAB2, GRB7, BEX2, BEX1, CDCA5, CDCA7, NCAPG, CDCA8, MEFV, EVPL, SAMSN1, KLK6, SULT1A1, PCBP4, PRDM16, INPP5K, RIMKLA, TMEM184A, LYN, NFE2, ZRANB1, PLK1, RASSF7, IFI44, HSPA12A, RPE65, MLLT11, FAM111A, SNAI1, UNC119, CALM1, TOP2A, RARG, CLIC4, GUK1, RAC2, RBPMS2, NEFL, NEFM, TK1, BBS7, LDLRAP1, BBS4, SYK, ARG1, NCOA3, SPHK1, DENND2A, RHOH, NME5, APBB1IP, HCK, PLCB3, MDFIC, IL1B, RARA, AHRR, SGK1, CRYAA, CRYAB, SAMD7, STAU2, PRICKLE3, CCNDBP1, AIF1, SCEL, DZANK1, CAMK2N2, STAT6, CKB, LRRC25, LRRC26, IL10RA, KLHL1, PLEKHA4, SNX20, MZT1, DEF6, BATF, TTC8, FAP, THEMIS2, KRT17, HSPA1B, MSRB1, RAB3A, NCF2, DGKA, NCF4, GMNN, F13A1, GIMAP4, PYCARD, SCGN, PTTG1, ARHGDIB, RGS7, ZBP1, DGAT2, TMOD3, USP2, ACOT11, NCCRP1, ARMCX3, ELMO1, FSCN2, PPEF2, FAIM, NDRG4, UBA7, HPCA, REG3G, CABP1, PLCXD1, CPLX1, CORO1A, KLC3, SNTG2, CLEC7A, LPXN, STAP2, NEK8, GOT1, AMBP, SLC52A3, DNAJC12, ARPC5, TMPRSS13, ARHGAP25, ISG20, BFSP2, BFSP1, FES, DYNLRB2, SRXN1, HSPB6, RNF14, TRADD, LRRK1, CELF3, DUSP16, RLBP1, PSTPIP1, CYTIP, SULT4A1, MMP3, INMT, FGR, CCNA2, SFPQ, SAPCD2, ELF3, LCK, BIRC5, LCP2, LCP1, BCAT1, LTF, CRMP1, NOD1, GLRX, PTHLH, HDAC7, CDC42, PDLIM3, MUC1, TTR, PDLIM2, CYTH4, SH3BP1, ERBB2, MKNK2, RAB29, RNF39, SNCG, SNCB, SH2B2, PTPN18, MARCKSL1, RRM2, EYA2, KCNIP4, PTPN13, GDAP1, OPN1SW, PTPN6, LPIN2	557	5769	17910	1.176040578427446	0.11546318286381096	0.024504048438691497	0.02171949747974928
KEGG_PATHWAY	hsa04657:IL-17 signaling pathway	10	1.5873015873015872	0.002819606220902046	CXCL10, CSF3, IL1B, TRADD, MMP3, CXCL1, MUC5B, IL17RC, CCL17, CXCL5	275	94	8662	3.3508704061895553	0.5464296358982385	0.053702734404055236	0.050250415763794534
GOTERM_BP_DIRECT	GO:0050901~leukocyte tethering or rolling	5	0.7936507936507936	0.0028238875680730003	SPN, SELPLG, PODXL2, SELL, ITGB7	589	20	19256	8.173174872665536	0.9997136914040898	0.17717146884992882	0.17563618749074397
GOTERM_BP_DIRECT	GO:2000406~positive regulation of T cell migration	5	0.7936507936507936	0.0028238875680730003	PYCARD, SPN, CXCL10, AIF1, CORO1A	589	20	19256	8.173174872665536	0.9997136914040898	0.17717146884992882	0.17563618749074397
GOTERM_BP_DIRECT	GO:0030036~actin cytoskeleton organization	16	2.5396825396825395	0.002824917700900078	CXADR, PLEK, KLHL1, CXCL1, ARPC5, CORO1A, CDC42, PDLIM3, TYROBP, PDLIM2, ELMO1, PHACTR3, INPP5K, FSCN2, SH2B2, PFN2	589	217	19256	2.41052162143131	0.9997145434338718	0.17717146884992882	0.17563618749074397
KEGG_PATHWAY	hsa05140:Leishmaniasis	9	1.4285714285714286	0.0028769322002172447	MARCKSL1, NCF2, PRKCB, IL1B, NCF4, ITGB2, EEF1A2, PTPN6, CYBA	275	77	8662	3.6816056670602126	0.5536723639724345	0.053702734404055236	0.050250415763794534
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	25	3.968253968253968	0.0029229653950885674	NIM1K, DGKA, LRRK1, PLEK, NOD1, CXCL1, ERBB2, MKNK2, SH2B2, RGS7, LYN, MAP4K1, SYK, PRKCB, NFAM1, SPHK1, ACOT11, VAV1, HCK, TYROBP, RIT2, LCK, PTPN6, LCP2, SGK1	589	424	19256	1.9276355831758336	0.9997850496655514	0.17942032265596844	0.17786555382879368
GOTERM_CC_DIRECT	GO:0005882~intermediate filament	12	1.9047619047619049	0.0029752098496640096	BFSP2, KRT80, KRT19, BFSP1, KRT17, GUCA1B, PKP1, NEFL, KRT7, NEFM, KRT75, EVPL	607	140	20521	2.8977641798070133	0.7614578000504234	0.05724303750753554	0.05414881926388497
GOTERM_BP_DIRECT	GO:0071310~cellular response to organic substance	6	0.9523809523809524	0.003051559358789411	CALB1, IL1B, TIMP3, PTPN6, STAT6, SYP	589	33	19256	5.94412718012039	0.9998518386567102	0.18341143229390522	0.1818220784612024
UP_KW_MOLECULAR_FUNCTION	KW-0202~Cytokine	15	2.380952380952381	0.003100242206046756	CSF3, CXCL9, CMTM5, EBI3, OSM, CXCL1, PPBP, CXCL5, CXCL10, BMP2, IL1B, CCL4, CCL3, LTB, CCL17	370	195	11872	2.4681912681912688	0.2508157910752733	0.09610750838744944	0.09610750838744944
UP_SEQ_FEATURE	PROPEP:Removed in mature form	19	3.015873015873016	0.003198007195870119	CD52, NRN1, NTM, DIRAS1, DIRAS2, RHOH, THY1, ART4, CPLX3, GNG13, CDC42, RASD2, GNG3, LY6D, RAC2, PLBD1, PDE6C, CD48, LY6H	608	296	20562	2.1708192567567566	0.9997052987362309	0.3865020125294458	0.38497915195998383
GOTERM_BP_DIRECT	GO:0032757~positive regulation of interleukin-8 production	8	1.2698412698412698	0.0032904613892963666	CD2, PYCARD, TLR1, SYK, CLEC7A, IL1B, NOD1, HSPA1B	589	64	19256	4.086587436332767	0.9999257916289965	0.19373430832897995	0.1920555014977063
SMART	SM00326:SH3	17	2.6984126984126986	0.0033107657718243516	LYN, SASH3, MPP3, NCF2, NCF4, NOXO1, MAPK8IP2, SAMSN1, VAV1, FGR, HCK, PSTPIP1, LCK, SKAP1, MYO1F, TJP3, SKAP2	384	208	10690	2.2752654246794872	0.572141254516945	0.13433491793150162	0.13066169751931211
GOTERM_BP_DIRECT	GO:0071705~nitrogen compound transport	5	0.7936507936507936	0.0034050823642093053	SLC6A6, SLC6A15, SLC6A13, SLC6A1, SLC25A12	589	21	19256	7.783976069205272	0.9999467453735383	0.19647325241487693	0.1947707112327723
UP_SEQ_FEATURE	DOMAIN:ITAM	4	0.6349206349206349	0.003538038926489806	TYROBP, FCER1G, NFAM1, CD3D	608	11	20562	12.297846889952153	0.9998760293047491	0.40816103615596033	0.40655283664391956
GOTERM_BP_DIRECT	GO:0032731~positive regulation of interleukin-1 beta production	8	1.2698412698412698	0.00359268759636679	PYCARD, TYROBP, CLEC7A, CCL3, NOD1, TLR6, MEFV, ISL1	589	65	19256	4.023716860389186	0.999969063299525	0.20323340618663116	0.20147228481586313
